SIGHTINGDATE,LAT,LON,Presence,SOURCE,SOURCE_DETAIL,PACKAGE_ID,Season,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,Water_Mass_M_WK,SST_env_source,Chlorophyll_env_source,Frontal_env_source,Salinity_env_source,SST_is_observed,Frontal_is_observed,Chlorophyll_is_observed,Salinity_is_observed,Water_Mass_is_observed,Any_env_missing
2003-01-21,31.0,-81.28,1,Visual,RWSAS sightings,,Winter,11.282669421487602,0.09976472322419387,8.165718166666666,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-22,28.88,-80.77,1,Visual,RWSAS sightings,,Winter,18.944726415094337,0.06239390995922731,1.8526275000000003,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-22,30.73,-81.2,1,Visual,RWSAS sightings,,Winter,13.038322314049589,0.08189169677079482,5.330780833333333,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-25,29.92,-81.26,1,Visual,RWSAS sightings,,Winter,14.762963963963962,0.06772001181334761,10.915095285714285,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-25,30.38,-81.13,1,Visual,RWSAS sightings,,Winter,14.419752066115702,0.07782673062643689,5.47921225,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-25,30.42,-81.14,1,Visual,RWSAS sightings,,Winter,14.213190082644628,0.07853184067624998,6.139722166666666,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-25,30.43,-81.19,1,Visual,RWSAS sightings,,Winter,13.836677685950416,0.077596713847945,7.609749777777777,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-25,30.56,-80.98,1,Visual,RWSAS sightings,,Winter,14.760603305785125,0.09902019995940253,2.6929521111111114,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-25,30.64,-81.13,1,Visual,RWSAS sightings,,Winter,13.363702479338844,0.08541808941904447,7.5573765,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-25,30.66,-80.99,1,Visual,RWSAS sightings,,Winter,14.185537190082643,0.09306583691129623,2.9985630833333334,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-25,30.77,-81.0,1,Visual,RWSAS sightings,,Winter,13.490247933884296,0.10385566907973709,4.430424,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-25,31.28,-81.09,1,Visual,RWSAS sightings,,Winter,10.137454545454545,0.063890531379853,6.493610666666666,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-25,41.84,-70.4,1,Visual,RWSAS sightings,,Winter,5.17890909090909,0.019906029237394884,4.08586175,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-26,29.32,-80.97,1,Visual,RWSAS sightings,,Winter,16.97355371900826,0.05405783939448408,3.735241125,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-26,29.95,-81.04,1,Visual,RWSAS sightings,,Winter,16.272330578512396,0.07731752712031091,4.836182937499999,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-26,30.25,-81.14,1,Visual,RWSAS sightings,,Winter,14.92711570247934,0.0911811384004387,6.974221000000001,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-26,30.43,-81.21,1,Visual,RWSAS sightings,,Winter,13.662892561983469,0.09761659694949419,8.418514,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-26,30.55,-81.21,1,Visual,RWSAS sightings,,Winter,13.079570247933885,0.1012422836565835,9.645938833333334,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-26,30.64,-81.12,1,Visual,RWSAS sightings,,Winter,13.32622314049587,0.10741508273980908,7.5573765,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-26,31.32,-81.1,1,Visual,RWSAS sightings,,Winter,9.403132231404959,0.08373768566183351,6.652206666666667,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-26,31.39,-80.83,1,Visual,RWSAS sightings,,Winter,11.01102479338843,0.11800423721205944,2.593279416666667,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-01-26,41.93,-70.2,1,Visual,RWSAS sightings,,Winter,5.5653223140495856,0.021148285982554013,3.211946166666667,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-06,42.0,-70.3,1,Visual,RWSAS sightings,,Winter,3.6229090909090904,0.03313608305155902,2.3175306363636365,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-11,30.77,-81.13,1,Visual,RWSAS sightings,,Winter,13.13504958677686,0.10056838469419659,6.23662225,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-12,30.58,-81.26,1,Visual,RWSAS sightings,,Winter,13.493429752066117,0.08991801821659595,13.677748166666666,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-12,30.62,-81.15,1,Visual,RWSAS sightings,,Winter,14.10595867768595,0.10595871837654552,5.338023499999999,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-12,30.69,-81.07,1,Visual,RWSAS sightings,,Winter,14.322049586776862,0.10832012740022097,2.857975111111111,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-13,30.32,-81.18,1,Visual,RWSAS sightings,,Winter,15.053933884297521,0.0681707415244983,14.97549,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-13,30.44,-81.25,1,Visual,RWSAS sightings,,Winter,14.233694214876033,0.07559100475585724,19.364232545454545,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-14,30.21,-81.28,1,Visual,RWSAS sightings,,Winter,15.244231404958677,0.06723280449304496,40.23594371428572,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-14,30.34,-81.19,1,Visual,RWSAS sightings,,Winter,15.171561983471074,0.06965629906907195,15.43069666666667,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-14,30.64,-81.23,1,Visual,RWSAS sightings,,Winter,13.643057851239671,0.07946854723725613,10.023409444444445,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-14,31.2,-81.13,1,Visual,RWSAS sightings,,Winter,11.518173553719011,0.0918313671900823,8.6406536875,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-15,30.63,-81.14,1,Visual,RWSAS sightings,,Winter,14.366727272727273,0.07479304780526058,5.338023499999999,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-18,30.24,-81.24,1,Visual,RWSAS sightings,,Winter,15.093198347107439,0.05060632371551966,8.036679000000001,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-18,30.51,-81.2,1,Visual,RWSAS sightings,,Winter,14.75795041322314,0.05797413216254317,7.8466224166666665,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-19,30.19,-81.28,1,Visual,RWSAS sightings,,Winter,14.981322314049587,0.04828301978957027,9.144652,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-19,30.2,-81.28,1,Visual,RWSAS sightings,,Winter,14.956677685950412,0.04828301978957027,9.046145916666667,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-19,30.2,-81.27,1,Visual,RWSAS sightings,,Winter,14.994826446280992,0.04966135318333522,9.046145916666667,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-19,30.29,-81.07,1,Visual,RWSAS sightings,,Winter,15.773950413223142,0.13579396157414378,2.8229000833333338,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-19,30.63,-81.14,1,Visual,RWSAS sightings,,Winter,14.88896694214876,0.08591274643497357,4.778080083333333,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-19,30.75,-81.35,1,Visual,RWSAS sightings,,Winter,13.269247933884298,0.06325345840347293,9.912731083333334,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-19,30.98,-81.24,1,Visual,RWSAS sightings,,Winter,12.575867768595042,0.0636317530797319,7.032973222222222,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-19,30.99,-81.24,1,Visual,RWSAS sightings,,Winter,12.53412396694215,0.060901559914341735,7.032973222222222,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-20,30.19,-81.18,1,Visual,RWSAS sightings,,Winter,16.027446280991736,0.056147128154518715,6.558517222222222,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-20,30.22,-81.28,1,Visual,RWSAS sightings,,Winter,15.530338842975207,0.05055937104039246,9.206807111111111,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-20,30.24,-81.09,1,Visual,RWSAS sightings,,Winter,16.128917355371904,0.10854146673046243,3.271795416666666,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-20,30.28,-81.18,1,Visual,RWSAS sightings,,Winter,15.801371900826448,0.05246189093046532,5.999683999999999,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-20,30.48,-81.25,1,Visual,RWSAS sightings,,Winter,15.037206611570248,0.06573431371817873,9.513422749999998,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-20,30.52,-81.42,1,Visual,RWSAS sightings,,Winter,14.07005,0.07341151135891374,10.539997333333334,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-20,30.53,-81.3,1,Visual,RWSAS sightings,,Winter,14.634644628099172,0.07300684899377667,11.397185,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-27,42.33,-69.99,1,Visual,RWSAS sightings,,Winter,3.69793388429752,0.03451448971084332,0.6340919166666666,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-02-27,42.44,-70.05,1,Visual,RWSAS sightings,,Winter,3.781165289256198,0.1025048779327098,0.6489940000000001,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-02,30.82,-81.25,1,Visual,RWSAS sightings,,Spring,13.708520661157024,0.07231355336311487,1.2028603333333334,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-03,30.39,-81.16,1,Visual,RWSAS sightings,,Spring,16.11499173553719,0.07163274390947383,1.4409135714285717,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-05,30.39,-81.19,1,Visual,RWSAS sightings,,Spring,16.48680991735537,0.04750789408087907,1.4409135714285715,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-05,30.45,-81.26,1,Visual,RWSAS sightings,,Spring,16.084140495867768,0.050477717856495956,1.2951568636363637,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-05,30.53,-81.2,1,Visual,RWSAS sightings,,Spring,15.92698347107438,0.061911226768655625,1.501452,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-05,30.7,-81.24,1,Visual,RWSAS sightings,,Spring,14.909586776859504,0.07170251041630349,1.2151415294117647,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-06,30.73,-81.33,1,Visual,RWSAS sightings,,Spring,14.710867768595042,0.07796313231265063,10.477916,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-06,30.93,-81.31,1,Visual,RWSAS sightings,,Spring,13.608702479338845,0.07021395872616835,18.9711725,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-10,30.67,-81.16,1,Visual,RWSAS sightings,,Spring,15.448363636363636,0.07062046445613267,4.5678688125,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-10,30.73,-81.31,1,Visual,RWSAS sightings,,Spring,14.417000000000002,0.06670832032063188,10.477916000000002,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-10,31.05,-81.04,1,Visual,RWSAS sightings,,Spring,14.657595041322313,0.08300602387778838,12.0218954,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-11,30.34,-81.35,1,Visual,RWSAS sightings,,Spring,16.84130275229358,0.06462391198310335,40.915252499999994,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-11,30.69,-81.3,1,Visual,RWSAS sightings,,Spring,15.805619834710745,0.061032778078674126,10.652806125000001,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-14,31.08,-81.0,1,Visual,RWSAS sightings,,Spring,15.398487603305785,0.06780117993073616,1.0596120681818184,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-17,30.85,-81.03,1,Visual,RWSAS sightings,,Spring,15.638305785123967,0.05442425929675131,2.0585846666666665,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-18,30.99,-81.08,1,Visual,RWSAS sightings,,Spring,14.788305785123967,0.07263091628225496,1.5981980999999998,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-19,30.93,-81.22,1,Visual,RWSAS sightings,,Spring,15.333702479338845,0.06940461079784208,2.1519889,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-20,41.8,-69.85,1,Visual,RWSAS sightings,,Spring,4.246082644628099,0.05021205034650653,1.375743142857143,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-23,41.68,-69.8,1,Visual,RWSAS sightings,,Spring,3.9775206611570244,0.10322790320451047,1.0154015555555556,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-23,41.99,-69.78,1,Visual,RWSAS sightings,,Spring,4.493603305785124,0.18738463117342274,0.7251323333333333,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-24,41.6,-69.87,1,Visual,RWSAS sightings,,Spring,3.758446280991735,0.08542833253669262,1.6871932727272727,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-24,41.81,-69.86,1,Visual,RWSAS sightings,,Spring,4.347280991735537,0.08002499609497205,1.409309428571429,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-25,42.53,-69.99,1,Visual,RWSAS sightings,,Spring,4.768024793388429,0.0858661749468339,0.6785533333333333,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-27,41.58,-69.43,1,Visual,RWSAS sightings,,Spring,4.950132231404957,0.05423329235810727,0.7654941666666666,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-27,41.65,-69.85,1,Visual,RWSAS sightings,,Spring,4.025867768595041,0.1317431212625532,1.2012953333333334,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-03-28,41.97,-69.8,1,Visual,RWSAS sightings,,Spring,4.688719008264462,0.12043774325351707,0.8596962222222222,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-03,41.33,-69.5,1,Visual,RWSAS sightings,,Spring,5.103785123966942,0.012165525060596706,1.0311315,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-04,42.38,-70.03,1,Visual,RWSAS sightings,,Spring,4.29893388429752,0.014317821063277971,2.1802295833333334,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-06,42.03,-70.23,1,Visual,RWSAS sightings,,Spring,4.205368421052632,0.06659016443890213,2.531699,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-06,42.08,-70.27,1,Visual,RWSAS sightings,,Spring,3.929734513274336,0.07452684080249074,2.355506,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-07,42.07,-70.23,1,Visual,RWSAS sightings,,Spring,4.166231578947368,0.04986231041578411,2.1952237500000003,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-09,42.0,-70.33,1,Visual,RWSAS sightings,,Spring,4.11596694214876,0.022203603311174772,2.2124656666666667,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-10,42.0,-70.33,1,Visual,RWSAS sightings,,Spring,3.746876033057851,0.018439088914585865,2.2124656666666667,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-11,41.97,-70.34,1,Visual,RWSAS sightings,,Spring,3.725537190082645,0.01123610252712323,2.2853314545454544,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-11,42.04,-70.27,1,Visual,RWSAS sightings,,Spring,3.759433628318584,0.012539936203983904,2.1055036666666664,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-13,41.57,-69.75,1,Visual,RWSAS sightings,,Spring,4.100024793388429,0.0439004555785028,1.3170158333333333,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-13,41.97,-70.3,1,Visual,RWSAS sightings,,Spring,4.105892561983471,0.10720074626605695,2.3935248749999998,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-13,42.0,-70.3,1,Visual,RWSAS sightings,,Spring,4.124636363636363,0.0826513762740822,2.252074636363636,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-14,41.58,-69.68,1,Visual,RWSAS sightings,,Spring,4.269008264462809,0.04522444029504395,1.1941733333333333,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-14,41.59,-69.69,1,Visual,RWSAS sightings,,Spring,4.275702479338843,0.048869724779256635,1.1941733333333333,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-14,41.96,-70.34,1,Visual,RWSAS sightings,,Spring,4.288495867768594,0.10407689465006076,2.9980507333333333,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-14,41.98,-70.32,1,Visual,RWSAS sightings,,Spring,4.3384132231404955,0.10064790112068886,2.3935248749999998,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-14,42.0,-70.29,1,Visual,RWSAS sightings,,Spring,4.370049586776858,0.10466135867644731,2.220204846153846,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-15,41.97,-70.29,1,Visual,RWSAS sightings,,Spring,4.346975206611571,0.1489496559244093,1.8905352999999998,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-15,41.98,-70.33,1,Visual,RWSAS sightings,,Spring,4.324115702479339,0.1580949082039005,1.9690324545454545,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-16,41.95,-70.3,1,Visual,RWSAS sightings,,Spring,5.2677851239669415,0.05594640292280061,1.9238848181818182,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-16,41.96,-70.3,1,Visual,RWSAS sightings,,Spring,5.282190082644628,0.052153619241620895,1.9238848181818182,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-16,41.97,-70.29,1,Visual,RWSAS sightings,,Spring,5.309380165289256,0.044911023145771785,1.8905352999999998,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-19,41.91,-70.24,1,Visual,RWSAS sightings,,Spring,5.400305785123966,0.08134494452638144,2.59847675,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-19,42.03,-70.26,1,Visual,RWSAS sightings,,Spring,5.22537037037037,0.09012491331479829,1.83178,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-19,42.08,-70.25,1,Visual,RWSAS sightings,,Spring,4.941708737864078,0.09012491331479829,1.563814090909091,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-19,42.26,-70.46,1,Visual,RWSAS sightings,,Spring,4.953785123966943,0.06356099432828258,8.865146583333335,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-20,42.02,-70.18,1,Visual,RWSAS sightings,,Spring,5.281451612903226,0.07743545699484071,1.586589,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-21,41.39,-69.39,1,Visual,RWSAS sightings,,Spring,5.27794214876033,0.0819786557586796,1.3857254444444445,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
2003-04-21,41.56,-69.67,1,Visual,RWSAS sightings,,Spring,5.029966942148759,0.02051828452868316,1.4746549166666665,,,jplMURSST41.analysed_sst,erdMH1chla8day.chlorophyll,gradient(jplMURSST41.analysed_sst),,1,1,1,0,0,1
